Mfg_Part_Num,Part_Manuf,Part_Desc,Actionability_Category,Primary_Reason
55226BKLFU,Kichler Lighting (KICLI),55226BKFLU Kichler Wall Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
55239CPZLED,Kichler Lighting (KICLI),55239CPZLED Kichler Wall Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
44072DBK,Kichler Lighting (KICLI),44072DBK Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
44073NI,Kichler Lighting (KICLI),44073NI Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52033BK,Kichler Lighting (KICLI),52033BK Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
84322WH,Kichler Lighting (KICLI),84322WH Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52404BK,Kichler Lighting (KICLI),52404BK Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
34686A,Kichler Lighting (KICLI),34686A Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
34687A,Kichler Lighting (KICLI),34687A Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
34688A,-,34688A Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43671BKCLR,Kichler Lighting (KICLI),43671BKCLR Kichler Chand Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52616BK,Kichler Lighting (KICLI),52616BK Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52616NI,Kichler Lighting (KICLI),52616NI Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52678BK,Kichler Lighting (KICLI),52678BK Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52680CPZ,Kichler Lighting (KICLI),52680CPZ Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52772BK,Kichler Lighting (KICLI),52772BK Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
82399,Kichler Lighting (KICLI),82399 Kichler Chandelier Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
65-771R3,Satco Prod Inc (5573),65-771R3 Nuvo Highbay Light,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42955BK,Kichler Lighting (KICLI),42955BK Kichler Ceiling Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42275BK,Kichler Lighting (KICLI),42275BK Kichler Ceiling Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1850,Satco Prod Inc (5573),"62-1850 11"" Led Ceiling Light",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1852,Satco Prod Inc (5573),"62-1852 14"" Satco Led Ceiling Lt",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1875,Satco Prod Inc (5573),"62-1875 10"" Led Ceiling Lt Bn",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1876,Satco Prod Inc (5573),"62-1876 13"" Satco Ceiling Light BN",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42296BK,Kichler Lighting (KICLI),42296BK Kichler Ceiling Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43913BK,Kichler Lighting (KICLI),43913BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
HLSMS9129FS1E,Cooper Lighting (7638),"HLSMS9129FS1E 9"" Motion Lt",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
64-110,Satco Prod Inc (5573),64-110 Satco Tape Light 16',Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
603571,Phillips Lighting (5831),603571 3' Strip Light Ext,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
65-572R1,Satco Prod Inc (5573),65572 Satco 2x4 Led Flat Panel,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52476AVI,Kichler Lighting (KICLI),52476AVI Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42199BK,Kichler Lighting (KICLI),42199BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42199BKCS,Kichler Lighting (KICLI),42199BKCS Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42200BK,Kichler Lighting (KICLI),42200BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42200BKCS,Kichler Lighting (KICLI),42200BKCS Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43851BK,Kichler Lighting (KICLI),43851BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43852BK,Kichler Lighting (KICLI),43852BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43853BK,Kichler Lighting (KICLI),43853BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43905BK,Kichler Lighting (KICLI),43905BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43911BK,Kichler Lighting (KICLI),43911BK Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52529BK,Kichler Lighting (KICLI),52529BK Kichler Pendant Light,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52662BKCLR,Kichler Lighting (KICLI),52662BKCLR Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
52734CPZ,Kichler Lighting (KICLI),52734CPZ Kichler Pendant Light,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
82400,Kichler Lighting (KICLI),82400 Kichler Pendant Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11606,Satco Prod Inc (5573),"S11606 8"" Round Down Lt 30K",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11828,Satco Prod Inc (5573),"S11828 8"" Led Down Light",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
801274,Phillips Lighting (5831),"801274 10w LED 6"" Retro 50k",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11860,Satco Prod Inc (5573),"S11860 6"" Downlight White 5 CCT",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11562,Satco Prod Inc (5573),"S11562 Starfish 6"" D/W Downlight",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11646,Satco Prod Inc (5573),"S11646 6"" Downlight Wh",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11801R1,Satco Prod Inc (5573),"S11801R1 6"" Led Downlight Wh",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11848,Satco Prod Inc (5573),"S11848 10"" Down Light Wh",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11849,Satco Prod Inc (5573),"S11849 12"" Down Light Wh",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
HLBSL609FS5,Cooper Lighting (7638),"HLBSL609FS5 6"" Down Light",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
WF4REGSWW590CRIMW,Lithonia Lighting (2776),"WF4REGSWW590CRIMW 4"" Down Light",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
43849WH5CCT,Kichler Lighting (KICLI),43849WH5CCT Kichler Ceiling Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1777,Satco Prod Inc (5573),"62-1777 15"" Ceiling Lt Wh",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1778,Satco Prod Inc (5573),"62-1778 19"" Ceiling Lt Wh",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1784,Satco Prod Inc (5573),62-1784 24x24 Led Ceiling Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1787,Satco Prod Inc (5573),"62-1787 15"" Ceiling Lt Bk",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
62-1788,Satco Prod Inc (5573),"62-1788 19"" Ceiling Lt Bk",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
SHOP/4X2/840/V1,Feit Electric (3468),4' Feit Shop Light 4500L 40k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
45495BKCLR,Kichler Lighting (KICLI),45495BKCLR Kichler Wall Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
55209NI,Kichler Lighting (KICLI),55209NI Kichler Wall Sconce,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
65-1210,Satco Prod Inc (5573),65-1210 2' LED Wrap Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
65-1211,Satco Prod Inc (5573),65-1211 4' Led Wrap Light,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
141465,Phillips Lighting (5831),"141465 15W Flor 18"" T12 27k",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
391227,Phillips Lighting (5831),"391227 32W Led 12"" T9 30K",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
392225,Phillips Lighting (5831),"392225 22W Flor 8"" T9 30k",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3539,Satco Prod Inc (5573),S3539 20W Halogen Pin T4,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3496,Satco Prod Inc (5573),S3496 300W Halogen T3 Bulb,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
467316,Phillips Lighting (5831),467316 150W Sodium Med 21k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3709,Satco Prod Inc (5573),S3709 25W Incan 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S4720,Satco Prod Inc (5573),S4720 25W Incan 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3720,Satco Prod Inc (5573),S3720 40w Inc A15 Med 26k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3702,Satco Prod Inc (5573),S3702 40W Incan Med 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3703,Satco Prod Inc (5573),S3703 40W Incan Med 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3797,Satco Prod Inc (5573),S3797 4W Incan Cand 27K 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S4724,Satco Prod Inc (5573),S4724 4W Incan Cand 27K 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S4717,Satco Prod Inc (5573),S4717 6W Incan Cand 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3794,Satco Prod Inc (5573),S3794 7W Incan Med 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S3795,Satco Prod Inc (5573),S3795 7W Incan Med 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S4726,Satco Prod Inc (5573),S4726 7W Incan Cand 27K 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11429,Satco Prod Inc (5573),S11429 60W Led Bulb 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S21354,Satco Prod Inc (5573),S21354 8W Led T9 Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S21363,Satco Prod Inc (5573),S21363 8W Led Edison ST19 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S11445,Satco Prod Inc (5573),S11445 12W Led Med 30k Motion,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
567313,Phillips Lighting (5831),567313 50W Led MR16 30K 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586875,Phillips Lighting (5831),586875 60W Led Multi CCT 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576355,Phillips Lighting (5831),576355 60/100/150 Led Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576363,Phillips Lighting (5831),576363 100/150/200 Led Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565374,Phillips Lighting (5831),565374 75W Led A19 Med 27k 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565390,Phillips Lighting (5831),565390 75W Led A19 Med 50k 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576371,Phillips Lighting (5831),576371 100/150/200 Led Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576496,Phillips Lighting (5831),576496 45W Led R20 Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564856,Phillips Lighting (5831),564856 40W Led ST19 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565796,Phillips Lighting (5831),565796 60W Led A19 Med 20k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576389,Phillips Lighting (5831),576389 100/200/300 Led Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564492,Phillips Lighting (5831),564492 75W Adj Base 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
603449,Phillips Lighting (5831),603449 Wiz 60W Led Med Clr Ch,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586909,Phillips Lighting (5831),586909 Led 60W Med A19 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
566364,Phillips Lighting (5831),566364 75W Led ST19 27k 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576397,Phillips Lighting (5831),576394 100/200/300 Led A23 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
571497,Phillips Lighting (5831),571497 150W Led Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576306,Phillips Lighting (5831),576306 40W Led A19 5CCT 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
588533,Phillips Lighting (5831),588533 40W Led Cand 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576520,Phillips Lighting (5831),576520 65W Led Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
574004,Phillips Lighting (5831),574004 75W Led ST19 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
574012,Phillips Lighting (5831),574012 75W Led ST19 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573971,Phillips Lighting (5831),573971 75W Led ST19 20k 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573989,Phillips Lighting (5831),573989 40W Led Med 27K 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576769,Phillips Lighting (5831),576769 65W Led BR30 Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
567446,Phillips Lighting (5831),567446 60W Led Med 50K 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573997,Phillips Lighting (5831),573997 40W Led Med 50k 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
571463,Phillips Lighting (5831),571463 100W Led BR30 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576512,Phillips Lighting (5831),576512 65W Led BR40 Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
581181,Phillips Lighting (5831),581181 40W Led Med 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
GT-CB-100C,Keystone (5702),GTCB100C Led 100W Cob Bulb,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
566430,Phillips Lighting (5831),566430 75W Led Med 50k 4pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
568337,Phillips Lighting (5831),568337 120W Led Par38 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565788,Phillips Lighting (5831),565788 40W Led A19 Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565770,Phillips Lighting (5831),565770 40W Led A19 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573436,Phillips Lighting (5831),573436 60W Led A19 Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576538,Phillips Lighting (5831),576538 65W Led BR30 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573451,Phillips Lighting (5831),573451 40W Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586883,Phillips Lighting (5831),586883 100W Led Multi CCT 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586859,Phillips Lighting (5831),586859 40W Led Med 27K Back Up,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576488,Phillips Lighting (5831),576488 45W Led R20 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
575217,Phillips Lighting (5831),575217 60W Led Med 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586479,Phillips Lighting (5831),586479 90W Led Med Multi CCT,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
571471,Phillips Lighting (5831),571471 100W Led BR30 Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
570762,Phillips Lighting (5831),570762 50W Led Par16 30k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
533352,Phillips Lighting (5831),571505 150W Led Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573519,Phillips Lighting (5831),573519 100W Led A21 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573378,Phillips Lighting (5831),573378 60W Led Med 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565622,Phillips Lighting (5831),565622 60W Led Med 20k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586891,Phillips Lighting (5831),586891 Led 60W Med A19 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
585448,Phillips Lighting (5831),585448 120W Led Motion Bulb,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573444,Phillips Lighting (5831),573444 60W Led A19 Med 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
566687,Phillips Lighting (5831),566687 60W Cand Led 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
